game,achievement,description,achieved,unlocktime
PAYDAY 2,Hey Mr. DJ,"In the Nightclub job, have 12 hostages or more on the dance floor when you escape. Unlocks the ""Aluminum Grip"" for the AK weapon family, the ""Aluminum Foregrip"" for the Krinkov submachine gun and the ""LW Upper Receiver"" for the CAR weapon family.",False,null
PAYDAY 2,$1.8M Speedrun,"In the Mallcrasher job, loot $1,800,000 in loose cash within 50 seconds of starting the heist. The heist must be played on the OVERKILL difficulty. Unlocks the ""Scope Mount"" and ""PBS Suppressor"" for the AK weapon family, ""Alfred"" mask, ""Dawn"" material and ""Dinosaur Skull"" pattern.",False,null
PAYDAY 2,Here Comes the Pain Train,"In the Firestarter job, complete the heist on the OVERKILL difficulty or above, with all days done in loud and with a crew of 4 players using unmodified ""AK Rifle"" rifles and ""PARA"" submachine guns. Unlocks the ""DMR Kit AK.762"" and the ""Low Drag Magazine"" for the AK weapon family, ""Timothy"" mask, ""Prehistoric"" material and ""Dinosaur Stripes"" pattern.",False,null
PAYDAY 2,The Wolf Lures You to Your Grave,"In the Art Gallery job, kill two of the patrolling guards in stealth in the bathroom. Unlocks the ""E.M.O. Foregrip"" and the ""OVAL Foregrip"" for the CAR weapon family and the ""Aftermarket Shorty"" for the PARA submachine gun.",False,null
PAYDAY 2,The Turtle Always Wins,"In the Art Gallery job, complete the heist in stealth within 4 minutes with each crew member wearing the Improved Combined Tactical Vest and no Armor Bag deployable equipped. Unlocks the ""Classic Stock"" for the AK weapon family, ""2 Piece Stock"" for the AK and CAR weapon families, ""Pachy"" mask, ""Fossil"" material and ""Prehistoric Predator"" pattern.",False,null
PAYDAY 2,Private Party,"In the Jewelry store job, don't let the cops enter the jewelry store until the van comes back on the OVERKILL difficulty or above. Unlocks the ""DMR Kit AMR-16"" and the ""L5 Magazine"" for the CAR weapon family, ""Vincent"" mask, ""Feathers"" material and ""Dinosaur Scars"" pattern.",False,null
PAYDAY 2,The Collector,"Kill 100 cops using only weapons from the AK or CAR weapon families. Unlocks the ""Keymod Rail"", the ""Crabs Rail"" and the ""Modern Barrel"" for the AK weapon family.",False,null
PAYDAY 2,Becoming Villainous,Reach the sixth rank of Infamy. ,False,null
PAYDAY 2,Becoming Abominable,Reach the seventh rank of Infamy. ,False,null
PAYDAY 2,Becoming Fiendish,Reach the eighth rank of Infamy. ,False,null
PAYDAY 2,Becoming Heinous,Reach the ninth rank of Infamy. ,False,null
PAYDAY 2,Becoming Mean,Reach the tenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Dangerous,Reach the eleventh rank of Infamy. ,False,null
PAYDAY 2,Becoming Fearless,Reach the twelfth rank of Infamy. ,False,null
PAYDAY 2,Becoming Nefarious,Reach the thirteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Disreputable,Reach the fourteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Fearful,Reach the fifteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Opprobrious,Reach the sixteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Shady,Reach the seventeenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Savage,Reach the eighteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Abhorrent,Reach the nineteenth rank of Infamy. ,False,null
PAYDAY 2,Becoming Sly,Reach the twentieth rank of Infamy. ,False,null
PAYDAY 2,Becoming Crafty,Reach the twenty-first rank of Infamy. ,False,null
PAYDAY 2,Becoming Shameless,Reach the twenty-second rank of Infamy. ,False,null
PAYDAY 2,Becoming Diabolical,Reach the twenty-third rank of Infamy. ,False,null
PAYDAY 2,Becoming Ferocious,Reach the twenty-fourth rank of Infamy. ,False,null
PAYDAY 2,Becoming Monstrous,Reach the twenty-fifth rank of Infamy. ,False,null
PAYDAY 2,Cooking With Style,"Complete the Rats job with you and your four man crew having Combined Tactical Vests, Vulcan Miniguns, HRL-7 Rocket Launchers and ""General OVERKILL"" masks equipped on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,I Have No Idea What I'm Doing,"In the Shadow Raid job, complete the heist in stealth while having the Vulcan Minigun and HRL-7 Rocket Launcher equipped. ",False,null
PAYDAY 2,"Oh, That's How You Do It",Fire the Vulcan Minigun for 25 seconds without reloading or letting go of the trigger. ,False,null
PAYDAY 2,We Are Rockstars On This Job,"Complete the Watchdogs job with each crew member using no skills, wielding the AMCAR Rifle and Chimano 88 Pistol on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Reputation Beyond Reproach,"In the Breaking Ballot heist of the Election Day job, complete the heist with you and your four man crew without letting anyone getting downed, cloaked or cuffed on the Death Wish difficulty or above. ",False,null
PAYDAY 2,House Keeping,"In the Big Oil job, complete day 1 in stealth on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,120 Proof,"Kill 120 or more enemies in any day in a heist, with you and your four man crew having at least 120% crew accuracy at the end of the heist. ",False,null
PAYDAY 2,Boston Saints,"Complete the Big Oil job, with at least one other player, all using suits and Akimbo Bernetti 9 Pistols on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Bring Your Cop To Work Day,"On any day of a heist, have four law enforcers converted at the same time on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Wasteful,"On day 1 of the Firestarter job, complete heist having burned all weapons on the Death Wish difficulty or above. ",False,null
PAYDAY 2,Speedlock Holmes,"On day 1 of the Election Day job, tag the right truck and leave within a minute of the start of the heist. ",False,null
PAYDAY 2,Nothing Out of the Ordinary,Answer 4 pagers by yourself within 90 seconds from the first to the last pager. ,False,null
PAYDAY 2,Situation Normal,"In the Hoxton Breakout job, complete day 2 without using a single keycard on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Keep the Party Going,"In the Nightclub job, zip-tie the DJ and bring him to the escape zone by the escape van. ",False,null
PAYDAY 2,It's Getting Hot in Here,"In the Firestarter job, complete day 3 with you and your crew staying inside the vault while all of the money burns out on the Death Wish difficulty or above. ",False,null
PAYDAY 2,Cooking By the Book,Complete the Cook Off job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,"Tag, You're It!","In the Car Shop job, be the first player in a four-man crew to reach the docks. ",False,null
PAYDAY 2,A Dish Best Served Cold,Complete the Hoxton Revenge job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Silent But Deadly,Complete the Hoxton Revenge job without triggering the alarm. ,False,null
PAYDAY 2,Gone in 240 Seconds,"In the Car Shop job, complete the heist within 4 minutes. Unlocks ""The Tids"" mask.",False,null
PAYDAY 2,I'm An Avenger!,"Kill the traitor. Unlocks ""The Hard Hat"" mask.",False,null
PAYDAY 2,High Octane,Complete the Car Shop job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Pink Slip,Enter a drivable vehicle. ,False,null
PAYDAY 2,Disco Inferno,"Have 10 enemies burning simultaneously. Unlocks the ""Graug"" mask, ""Coal"" material and ""Fireborn"" pattern.",False,null
PAYDAY 2,"Stick a Fork in Me, I'm Done","Set an enemy on fire and kill him with the ""Motherforker"" melee weapon. Unlocks ""The Gas Mask"" mask, ""Candlelight"" material and ""Flammable"" pattern.",False,null
PAYDAY 2,Not Invited,"Kill 10 enemies within 10 seconds using the Piglet Grenade Launcher without using Incendiary rounds. Unlocks the ""Firefighter's Helmet"" mask, ""Burn"" material and ""Flamer"" pattern.",False,null
PAYDAY 2,OVERGRILL,"Set a Bulldozer on fire for at least 10 seconds. Unlocks ""The Chef"" mask, ""Toast"" material and ""Hot Flames"" pattern.",False,null
PAYDAY 2,Recycling,"Pick up 100 arrows. Unlocks the ""Desert Skull"" mask, ""Western Sunset"" material and ""Mystical"" pattern.",False,null
PAYDAY 2,The Nobel Prize,"Kill 3 enemies at the same time with the Dynamite. Unlocks the ""Wild West Classic"" mask, ""Cactus"" material and ""Coyote"" pattern.",False,null
PAYDAY 2,Hedgehog,"Get 10 or more arrows stuck in a Bulldozer at the same time. Unlocks the ""Lone Heister"" mask, ""Scorpion"" material and ""Totem"" pattern.",False,null
PAYDAY 2,Fastest Gun in the West,"Kill 6 law enforcers within 6 seconds of killing the first while hipfiring with the Peacemaker .45 Revolver. Unlocks the ""Apache Mystic"" mask, ""Gold Fever"" material and ""Sacred"" pattern.",False,null
PAYDAY 2,Pedal to the Metal,Complete the Meltdown job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Sunday Drive,Complete the Meltdown job on the Normal difficulty or above. ,False,null
PAYDAY 2,They Don't Pay Us Enough,"In the Meltdown job, secure all additional loot. Unlocks the ""Rad Mutant"" mask.",False,null
PAYDAY 2,There Was a Car?!,"In the Meltdown job, complete the heist without using the ""Longfellow"". ",False,null
PAYDAY 2,We Built This City on Electric Progressive House Music,Complete The Alesso Heist on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Sound of Silence,"Complete The Alesso Heist without your crew killing anyone. Unlocks the ""Boom Box"" mask, ""Enlightenment"" material and ""Alesso Logo"" pattern.",False,null
PAYDAY 2,Even Steven,"In The Alesso Heist, get your seven bucks back. Unlocks the ""Cantus"" mask, ""Bionic"" material and ""Circle Raster"" pattern.",False,null
PAYDAY 2,"Fuck It, We're Walking","In The Alesso Heist, complete the heist in loud without using the zip-line or bag chutes on the OVERKILL difficulty or above. Unlocks the ""Female Concert Goer"" mask, ""Stained Glass"" material and ""Soundwave"" pattern.",False,null
PAYDAY 2,M.F. Stev,"In The Alesso Heist, complete the pyrosequences without failing even once. Unlocks the ""Male Concert Goer"" mask, ""Dim Blue"" material and ""Smoke"" pattern.",False,null
PAYDAY 2,How the Fuck Can You Grin?,Complete the Golden Grin Casino job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Blind Eye in the Sky,"Complete the Golden Grin Casino job in stealth. Unlocks the ""Wheeler Dealer"" mask, ""Stars"" material and ""Chips"" pattern.",False,null
PAYDAY 2,City of Sin and Well-Oiled Gears,"Complete the Golden Grin Casino job without having the Big Fucking Drill ever break in loud. Unlocks the ""Murmillo Galea Helmet"" mask, ""Casino"" material and ""Royale"" pattern.",False,null
PAYDAY 2,High Roller,"Complete the Golden Grin Casino job under 14 minutes. Unlocks ""The King"" mask, ""Plush"" material and ""Cards"" pattern.",False,null
PAYDAY 2,"Hail to the King, Baby","In the Golden Grin Casino job, kill ""The King"" and complete the heist in stealth. Unlocks the ""Sports Utility Mask"" mask, ""Carpet"" material and ""Dices"" pattern.",False,null
PAYDAY 2,"Names Are for Friends, so I Don't Need One","Get eleven kills with the Lebensauger .308 Sniper Rifle without reloading it. Unlocks the ""Slicer"" mask, ""Still Waters"" material and ""Youkai"" pattern.",False,null
PAYDAY 2,Swiss Cheese,"Kill 100 enemies in a single day of a heist with the Kross Vertex Submachine Gun. Unlocks the ""Kage"" mask, ""Sakura"" material and ""Oni"" pattern.",False,null
PAYDAY 2,Shuriken Shenanigans,"Complete a single day of a heist in stealth using only the Shuriken throwable and killing at least 4 enemies. Unlocks the ""Kuro Zukin"" mask, ""Bamboo"" material and ""Koi"" pattern.",False,null
PAYDAY 2,Fugu Fighter,"Have at least 3 enemies poisoned at the same time with your poisoned weapons. Unlocks the ""Shirai"" mask, ""Origami"" material and ""Hanabi"" pattern.",False,null
PAYDAY 2,Heisters of the Round Table,"Complete any heist on the OVERKILL difficulty or above with 4 players using only Gage Chivalry Pack masks, primary weapons, melee weapons and Ballistic Vests or heavier armors. Unlocks the ""Agatha Knight Veteran"" mask, ""Bloodied"" material and ""Agatha"" pattern.",False,null
PAYDAY 2,Their Armor Is Thick and Their Shields Broad,"Kill 10 shields with a Gage Chivalry Pack melee weapon in a single heist. Unlocks the ""Agatha Vanguard Veteran"" mask, ""Chain Armor"" material and ""Medieval"" pattern.",False,null
PAYDAY 2,Skewer,"Kill a Cloaker with the Javelin throwable. Unlocks the ""Mason Knight Veteran"" mask, ""Scale Armor"" material and ""Mason"" pattern.",False,null
PAYDAY 2,Black Knight,"Kill a black Bulldozer with the Great Sword melee weapon. Unlocks the ""Mason Vanguard Veteran"" mask, ""Forged"" material and ""Checkered Out"" pattern.",False,null
PAYDAY 2,Choo Choo,Complete the Transport: Train Heist on the Death Wish difficulty or above. ,False,null
PAYDAY 2,400 Bucks,"I may be homeless, but at least I have a sick knife. ",False,null
PAYDAY 2,Aftershocked,Complete the Aftershock job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Hidden Hostages,Complete the First World Bank job with 6 or more hostages alive behind the wall by the elevators in the main lobby. ,False,null
PAYDAY 2,Original Heisters,"Complete the First World Bank job on the OVERKILL difficulty or above using the PAYDAY: The Heist crew, Reinfeld Shotguns, and Bernetti 9 Pistols. ",False,null
PAYDAY 2,1337,Complete the First World Bank job in stealth under 13 minutes and 37 seconds. ,False,null
PAYDAY 2,Cloaker Fear,Complete the First World Bank job on the OVERKILL difficulty or above by securing all additional money bags while not using the loot vent bag shortcut for the additional money bags. ,False,null
PAYDAY 2,CVL+,Complete the First World Bank job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,OVERDRILL,"In the First World Bank job, solve the PAYDAY: The Heist secret on the Death Wish difficulty or above and enter the OVERVAULT. ",False,null
PAYDAY 2,Au Ticket,"In the First World Bank job, find the Titan safe and collect the special item inside. ",False,null
PAYDAY 2,Not Hard Enough,Complete the Slaughterhouse job on the OVERKILL difficulty or above while Captain Winters is still present on the level. ,False,null
PAYDAY 2,But How?,"In the Slaughterhouse job, get the armored truck to drop without shooting at the wires on which it is suspended. ",False,null
PAYDAY 2,Making a Statement,Complete the Slaughterhouse job on the OVERKILL difficulty or above without anyone killing a single sniper. ,False,null
PAYDAY 2,Pyromaniacs,"In the Slaughterhouse job, pick up two gasoline tanks within 30 seconds of entering the slaughterhouse. ",False,null
PAYDAY 2,Dead Meat,Complete the Slaughterhouse job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Pork Royale,"In the Slaughterhouse job, find the marked pig, secure it in the container and then complete the heist on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,I Want to Get Away,"Jump. Unlocks the ""Funnyman"" mask.",False,null
PAYDAY 2,Bunnyhopping,"Jump 100 times within 30 seconds. Unlocks the ""No Me Gusta"" mask.",False,null
PAYDAY 2,I Never Asked for This,"Don't jump a single time during an entire heist. Unlocks the ""Rageface"" mask.",False,null
PAYDAY 2,Jump! Jump! Jump!,"Complete a heist without it ever going more than 4 seconds between you jumping. Unlocks the ""Dawg"" mask.",False,null
PAYDAY 2,Skill Shot,"In the Lab Rats job, secure a bag in the secret area. Unlocks the ""Invader"" mask.",False,null
PAYDAY 2,Trick or Treat!,"In the Lab Rats job, complete the Cloaker event on the OVERKILL difficulty or above. Unlocks the ""Satan"" mask.",False,null
PAYDAY 2,Not Scary Enough,Complete the Lab Rats job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Hall of the Mountain King,Complete the Beneath the Mountain job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Clean House,"In the Beneath the Mountain job, secure all of the loot from the vaults and mountain-top in the escape helicopter. ",False,null
PAYDAY 2,Commando Crew,"In the Beneath the Mountain job, open the 4 vaults that contain loot within 10 minutes of starting the heist on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Juggernauts,Complete the Beneath the Mountain job on the OVERKILL difficulty or above without any player going down. ,False,null
PAYDAY 2,No Scope,Kill 10 enemies in a row by shooting them in the head with a Sniper Rifle while not aiming down the sights. ,False,null
PAYDAY 2,The Sky Is the Limit,Complete the Birth of Sky job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Pinpoint Landing,"In the Birth of Sky job, parachute into the diner through a hole in the roof. ",False,null
PAYDAY 2,No Blood on the Carpet,"In the Birth of Sky job, release the money without having any player take health damage on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,1... 2... 3... JUMP!,"In the Birth of Sky job, have the entire crew jump out of the airplane within 1 minute and 23 seconds on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Black Tie Event,"Complete the Birth of Sky job, have the entire crew use only pistols and Two Piece Suits on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,"On the Seventh Try on Death Wish, My True Bain Gave to Me",Complete the Santa's Workshop job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Santa Slays Slackers,"In the Santa's Workshop job, keep all the elves alive for 30 minutes after the first assault starts on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Euro Bag Simulator,"Complete the Santa's Workshop job after having secured at least 100 bags in the chimney on the OVERKILL difficulty or above. Unlocks the ""Rudelf"" mask.",False,null
PAYDAY 2,Pumped Up and Jolly,"Complete the Santa's Workshop job having all players in the crew only use shotguns. Unlocks the ""Christmas Cap"" mask.",False,null
PAYDAY 2,Only Santa Brings Gifts,"In the Santa's Workshop job, secure 10 bags of loot without using any player equipment or assets. ",False,null
PAYDAY 2,We Do It Live!,"Complete the Framing Frame job on the OVERKILL difficulty or above with each crew member using no skills, wearing suits, wielding Sniper Rifles and Judge shotguns. ",False,null
PAYDAY 2,Coffee Stain,Complete the Goat Simulator job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Goat In 60 Seconds,"In the first day of the Goat Simulator job, secure 6 goats in the escape truck within 1 minute of it arriving. Unlocks the ""Scout Goat"" mask, ""Goat Eye"" material and ""Giraffe"" pattern.",False,null
PAYDAY 2,Hazzard County,"Complete day 2 of the Goat Simulator job within 4 minutes from when the escape car is available. Unlocks the ""Goat Goat"" mask, ""Flamingo Eye"" material and ""Illumigoati"" pattern.",False,null
PAYDAY 2,BAAaa...*BANG*...aaAAH,"In the Goat Simulator job, throw a goat in the air, kill one enemy and catch the goat before it lands. Unlocks the ""Mastermind Goat"" mask, ""Hay"" material and ""Goat Face"" pattern.",False,null
PAYDAY 2,Farmer Miserable,"In day 2 of the Goat Simulator job, send all goats in separate cages on the OVERKILL difficulty or above. Unlocks the ""Slick Goat"" mask, ""Tongue"" material and ""Fur"" pattern.",False,null
PAYDAY 2,"You Can Run, but Not Hide",Find and secure the goat in the Firestarter job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Under Pressure,Complete the Counterfeit job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Dr. Evil,"On the Counterfeit job, print and secure $1,000,000 worth of counterfeit money in the Helicopter. Unlocks the ""Viking"" mask, ""Houndstooth"" material and ""Fenris"" pattern.",False,null
PAYDAY 2,Cutting the Red Wire,"On the Counterfeit job, disarm the C4 on the OVERKILL difficulty or above. Unlocks the ""Dragon Head"" mask, ""Days"" material and ""Kurbits"" pattern.",False,null
PAYDAY 2,Basement Dwellers,"On the Counterfeit job, don't let the cops enter the printing room until the safe is opened on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Crowd Control,"On the Counterfeit job, have all civilians as hostages until the safe is opened. ",False,null
PAYDAY 2,"In for a Dime, in for a Dollar",Complete the Undercover job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Not Even Once,Complete the Undercover job on the OVERKILL difficulty or above without anyone in your crew getting downed or cuffed. ,False,null
PAYDAY 2,Keep Clear of the Windows,"Complete the Undercover job without killing any Snipers. Unlocks the ""Hans"" mask, ""Red Black"" material and ""Luse"" pattern.",False,null
PAYDAY 2,The Saviour,"On the Undercover job, place 10 planks on windows, vents or fences. Unlocks the ""Trickster Demon"" mask, ""Mushroom Cloud"" material and ""Split"" pattern.",False,null
PAYDAY 2,Blow-Out,"Complete the Undercover job on the OVERKILL difficulty or above, using only a grenade launcher or rocket launcher. ",False,null
PAYDAY 2,Blackout,Complete the Murky Station job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Ghost Run,"Complete the Murky Station job within 7 minutes of starting it. Unlocks the ""Cloaker-san"" mask, ""Rusty"" material and ""Rebel"" pattern.",False,null
PAYDAY 2,The Pacifist,"Complete the Murky Station job without anyone in the crew killing anyone. Unlocks the ""Augmentation"" mask, ""Spaceship"" material and ""Squares"" pattern.",False,null
PAYDAY 2,No Witnesses,Complete the Murky Station job by killing all guards and not using any ECM jammers on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Janitor,Complete the Murky Station job after hiding one body bag in each dumpster. ,False,null
PAYDAY 2,Red Snow,Complete the Boiling Point job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,The Ground Is Too Cold,"In the Boiling Point job, have no crew members get downed on the OVERKILL difficulty or above. Unlocks the ""Zero 68"" mask, ""Nebula"" material and ""Hexagons"" pattern.",False,null
PAYDAY 2,Crazy Ivan,"Complete the Boiling Point job having everyone only using melee weapons without electricity or poison to kill enemies on the Very Hard difficulty or above. Unlocks the ""Safety First"" mask, ""Planet"" material and ""Phoenix"" pattern.",False,null
PAYDAY 2,When in Russia... Do as the Russians Do,"Complete the Boiling Point job while having your crew wear the ""Russian Hat"" mask and ""Golden AK.762"" assault rifle on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Megalo-Mania,Have all four players using a fully unlocked Maniac perk deck and have an average of 65% or more of the white Maniac bar filled. ,False,null
PAYDAY 2,Saint Francis,"Complete the Bank Heist job after finding the 2 punks in the parking lot and bringing them next to the van, without letting them get away or die on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,High Times,"In The Bomb: Dockyard job, cook 2 bags of meth and secure them. ",False,null
PAYDAY 2,Looting in the Dark,Complete the Murky Station job by finding and securing all loot without killing anyone on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Mellon,"In the Birth of Sky job, find all 9 rings. ",False,null
PAYDAY 2,Kiss the Chef,"In the Cook Off job, cook 25 bags of meth on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,You Got Your Patch!,Complete The Biker Heist on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Let the Man Work,"In the first day of The Biker Heist, let Mike the mechanic complete the bike without any interruptions on the OVERKILL difficulty or above. Unlocks ""The Classic"" mask, ""Hotrod"" material and ""Engine"" pattern.",False,null
PAYDAY 2,Scavenger,"In the first day of The Biker Heist, find the secret item. Unlocks the ""Flaming Skull"" mask, ""Shiny and Chrome"" material and ""Fire Tire"" pattern.",False,null
PAYDAY 2,Full Throttle,"Complete day 2 of The Biker Heist within 120 seconds on the OVERKILL difficulty or above. Unlocks the ""Speed Devil"" mask, ""Devil Eye"" material and ""Skull Wing"" pattern.",False,null
PAYDAY 2,Eye for an Eye,"On day 2 of The Biker Heist, destroy the helicopter turret. Unlocks the ""Road Rage"" mask, ""Chromey"" material and ""Biker Face"" pattern.",False,null
PAYDAY 2,Fifth Nightmare,Complete the Safe House Nightmare job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,A Horrible Seventh Nightmare,Complete the Safe House Nightmare job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,His Beard Was as White as Coke,Complete the White Xmas job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,;),Complete the White Xmas job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Can You See The Light?,Complete the Aftershock job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Disaster Tourist,Complete the Aftershock job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,I Put It on Repeat,Complete The Alesso Heist on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Dance Dance GenSec,Complete The Alesso Heist on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,I Know What I Like,Complete the Art Gallery job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Painting with Blood,Complete the Art Gallery job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Show me the Money,Complete the Bank Heist: Random job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Return on Investment,Complete the Bank Heist: Random job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Cash Only Please,Complete the Bank Heist: Cash job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,All About the Green,Complete the Bank Heist: Cash job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Keep on Boxing,Complete the Bank Heist: Deposit job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Just One More...,Complete the Bank Heist: Deposit job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Gold Rush,Complete the Bank Heist: Gold job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Fort Knoxed Down,Complete the Bank Heist: Gold job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Blood is Thicker Than Murkywater,Complete the Beneath the Mountain job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Not Radical Enough For You?,Complete the Beneath the Mountain job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,You Can Only Plan to Fail,Complete The Big Bank job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Piggy Broke the Bank,Complete The Big Bank job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Who Killed the Lights?,Complete the Big Oil job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Dirty Energy,Complete the Big Oil job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Harley Harley Harley Wroom! Davidson,Complete The Biker Heist on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Highly Mother-Fucking-Dangerous,Complete The Biker Heist on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Mile High Club,Complete the Birth of Sky job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Making it Rain,Complete the Birth of Sky job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Hard Boiled Heisters,Complete the Boiling Point job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,What Is It Good For?,Complete the Boiling Point job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,What Are You Sinking About,Complete The Bomb: Dockyard job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Ship It,Complete The Bomb: Dockyard job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"I Cut Down Trees, I Skip and Jump",Complete The Bomb: Forest job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Keep Your Feet on the Ground,Complete The Bomb: Forest job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,You've Got a Fast Car,Complete the Car Shop job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Long Gone,Complete the Car Shop job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Clowns Can Cook Too,Complete the Cook Off job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,In the Name of Heisenberg,Complete the Cook Off job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Pool Party,Complete the Counterfeit job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Bodhi's Pool Repair Crew,Complete the Counterfeit job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Truly Outrageous,Complete the Diamond Store job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Bag Throwing Simulator,Complete the Diamond Store job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,4 More Years,Complete the Election Day job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Only Losers Play Fair,Complete the Election Day job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,The Fat of the Land,Complete the Firestarter job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Got Money to Burn,Complete the Firestarter job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Just Walk Straight Into the Bank,Complete the First World Bank job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,First World Problems,Complete the First World Bank job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Window Shopper,Complete the Four Stores job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Platinum Card,Complete the Four Stores job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
