game,achievement,description,achieved,unlocktime
PAYDAY 2,Hero of the Underworld,Complete the Dragon Heist job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Keep Breathing that Fresh Air,"In the Dragon Heist job, do not let the cops start trigger the gas attack. ",False,null
PAYDAY 2,All the Gold in Chinatown,"In the Dragon Heist job, collect all the loot and escape without triggering the alarm on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Speed Lizard,Complete the Dragon Heist job in 6 minutes or less on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Dragon Snatcher,Complete the Dragon Heist job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,For all you legends,"As a community, all heisters have to kill 5.000.000 enemies using the Comically Large Spoon melee weapon while also having contributed 100 kills to the total. Unlocks the ""Comically Large Spoon of Gold"" melee weapon.",False,null
PAYDAY 2,Buzzbomb,"While wearing the ""Cable Guy"" outfit, kill 200 enemies using electric melee weapons on the OVERKILL difficulty or above. Unlocks the ""X1-ZAPper"" Throwable Grenade.",False,null
PAYDAY 2,Easy Release,Complete the Ukrainian Prisoner job on the Normal difficulty or above. ,False,null
PAYDAY 2,Cupcake Rescuer,Complete the Ukrainian Prisoner job on the Hard difficulty or above. ,False,null
PAYDAY 2,Free our Ukrainian!,Complete the Ukrainian Prisoner job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Vlad's Hero,Complete the Ukrainian Prisoner job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Leave No Ukrainian Behind,Complete the Ukrainian Prisoner job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Container Cracker,Complete the Ukrainian Prisoner job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Dockland Raider,Complete the Ukrainian Prisoner job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Take care of Your Frenemies,Complete the Ukrainian Prisoner job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Thinking Ahead,"In the Ukrainian Prisoner job, find and steal what Yufu Wang has hidden away. ",False,null
PAYDAY 2,Just to Cheese Them Off,"In the Ukrainian Prisoner job, find and destroy all dragon vases. ",False,null
PAYDAY 2,This Calls for a Round of Sputniks!,"In the Ukrainian Prisoner job, kill at least 100 enemies with a sniper rifle and complete the level with 100% or higher accuracy on the OVERKILL difficulty or above. ",False,null
PAYDAY 2,Cloaker Charmer,"Complete the Prison Nightmare job on the Very Hard difficulty or above, while wearing ""PNV BriteNite"" mask and kill at least one Cloaker. Unlocks the ""Cloaker Mascot"" Weapon Charm.",False,null
PAYDAY 2,Land Lubber Pickpocket,Complete the Black Cat job on the Normal difficulty or above. ,False,null
PAYDAY 2,First Mate of Thieving,Complete the Black Cat job on the Hard difficulty or above. ,False,null
PAYDAY 2,Captain Heister,Complete the Black Cat job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Master of the Poop Deck,Complete the Black Cat job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,All the Loot (and the Seafood Buffet Too),Complete the Black Cat job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Death on the High Seas,Complete the Black Cat job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Sink the Titanic,Complete the Black Cat job on the Death Sentence difficulty. ,False,null
PAYDAY 2,"Second Star to the Right, then Straight On 'Til Morning",Complete the Black Cat job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Swimming Cat, Silent Burglar","In the Black Cat job on the OVERKILL difficulty or above, complete the heist in stealth while you and your crew used only melee weapons. ",False,null
PAYDAY 2,Master of Floatation,"In the Black Cat job on the Mayhem difficulty or above, throw 8 body bags overboard and complete the heist in stealth without having killed any civilians. ",False,null
PAYDAY 2,Secret Sea Safecracker,"In the Black Cat job on the OVERKILL difficulty or above, find and open Xun Kang's secret safe. ",False,null
PAYDAY 2,One Claw Beam Cutter,"In the Black Cat job on the OVERKILL difficulty or above, complete the heist in loud having used only one saw at the time to cut the vault beams. ",False,null
PAYDAY 2,Bloody Grinch,"Complete the Breakin' Feds heist or the Buluc's Mansion heist on the Mayhem difficulty or above in stealth and everyone on your crew dressed in Christmas outfits and masks, without using any pagers. Because nobody has ever seen Santa. Unlocks the ""Lightbringer"" Weapon Charm.",False,null
PAYDAY 2,Gift Giver,"Get 75 kills with any non-explosive throwable weapon. Unlocks the ""Bulbous Bauble"" Weapon Charm.",False,null
PAYDAY 2,CAR vs. Car,"Destroy a SWAT van turret using only the CAR-4 rifle. Unlocks the ""Longbore"" Exclusive Weapon Set for the CAR-4 rifle.",False,null
PAYDAY 2,The Door Was Open,Complete the Mountain Master job on the Normal difficulty or above. ,False,null
PAYDAY 2,Rent-Free Living,Complete the Mountain Master job on the Hard difficulty or above. ,False,null
PAYDAY 2,High-End Rent,Complete the Mountain Master job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Hard Earned Living,Complete the Mountain Master job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Homewrecker,Complete the Mountain Master job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Tu casa es mi casa,Complete the Mountain Master job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,Overstayed Your Welcome,Complete the Mountain Master job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Killer Pad,Complete the Mountain Master job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Crouching Bomber, Hidden Flamer","In the Mountain Master job on the OVERKILL difficulty or above with each crew member wearing a variant of the dragon bomber suit, kill Yufu Wang in loud using only flamethrowers and steal his mask. Unlocks the ""Mountain Master Crown"" mask.",False,null
PAYDAY 2,Did You Inhale Some Demon Speed?,"In the Mountain Master job on the OVERKILL difficulty or above, find and press the 3 buttons on the roof within 2 minutes of activating the timer, while in stealth. ",False,null
PAYDAY 2,For The Mad Hatter,"Collect and secure the tea sets from all heists in the City of Gold campaign. Unlocks the ""Laohu Dashi"" Outfit.",False,null
PAYDAY 2,No Gnome Left Behind,"In the Mountain Master job on the Very Hard difficulty or above, find someone in need of a lift, and help him to the helicopter, while playing in loud. ",False,null
PAYDAY 2,Plague Doctor,"Kill 200 enemies using poison on the OVERKILL difficulty or above, while wearing the Scrubs outfit. Unlocks the ""Viper Grenade"" throwable.",False,null
PAYDAY 2,Welcome to Texas,Complete the Midland Ranch job on the Normal difficulty or above. ,False,null
PAYDAY 2,Gun Runner,Complete the Midland Ranch job on the Hard difficulty or above. ,False,null
PAYDAY 2,Giddyup!,Complete the Midland Ranch job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Showdown at Midland Ranch,Complete the Midland Ranch job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Outlaw Country,Complete the Midland Ranch job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,Bigger in Texas,Complete the Midland Ranch job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,The Magnificent Four,Complete the Midland Ranch job on the Death Sentence difficulty. ,False,null
PAYDAY 2,How the Ranch was Won,Complete the Midland Ranch job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,Caddyshacked,"In the Midland Ranch job on the OVERKILL difficulty or above, kill 100 enemies with a golf cart. ",False,null
PAYDAY 2,Lucky Streak,"In the Midland Ranch job, find all horseshoes hidden around the ranch. ",False,null
PAYDAY 2,Marshal Law,"In the Midland Ranch job on the OVERKILL difficulty or above, use the turret to kill 4 US Marshal Sharpshooters. ",False,null
PAYDAY 2,Texas Treasures,"In the Midland Ranch job on the OVERKILL difficulty or above, acquire a rare treasure. ",False,null
PAYDAY 2,Field Test,"Kill 500 enemies with the Hailstorm Mk 5's Volley Shot mode. Unlocks the ""Prototype Conversion Kit"".",False,null
PAYDAY 2,Heister With A Shotgun,"Kill 1000 enemies with either version of the VD-12. Unlocks the ""Stateside Conversion Kit"".",False,null
PAYDAY 2,Snake Charmer,"Kill 100 enemies with the Viper Grenade throwable on Overkill difficulty or above. Unlocks the ""Tombstone Slug"" for shotguns.",False,null
PAYDAY 2,Workin' On The Railroad,Complete the Lost In Transit job on the Normal difficulty or above. ,False,null
PAYDAY 2,Freight Night,Complete the Lost In Transit job on the Hard difficulty or above. ,False,null
PAYDAY 2,The Greater Train Robbery,Complete the Lost In Transit job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Transitive Property,Complete the Lost In Transit job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Lost And Found,Complete the Lost In Transit job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,The Payday Express,Complete the Lost In Transit job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,I Like Trains,Complete the Lost In Transit job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Print The Money And Run,Complete the Lost In Transit job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Texas Treasures, Part 2","In the Lost In Transit job, find the hidden safe locked with the sheriff star and steal the content. ",False,null
PAYDAY 2,Tabula Railroad,"Complete the Lost In Transit job on the OVERKILL difficulty or above in Loud, with each crew member wearing a two-piece suit, wielding a Castigo .44 Revolver with a Mosconi 12G shotgun, and using no equipped skills. ",False,null
PAYDAY 2,Billy The Kid,"In the Lost In Transit job on the OVERKILL difficulty or above, get 5 enemy headshot kills within 10 seconds using a revolver. ",False,null
PAYDAY 2,Victimless Crime,Complete the Lost In Transit job without raising the alarm or killing anyone. ,False,null
PAYDAY 2,Bad Company,Complete the Hostile Takeover job on the Normal difficulty or above. ,False,null
PAYDAY 2,Product Displacement,Complete the Hostile Takeover job on the Hard difficulty or above. ,False,null
PAYDAY 2,You’ve Got Blackmail,Complete the Hostile Takeover job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,Carbon Captured,Complete the Hostile Takeover job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Back to the Lab,Complete the Hostile Takeover job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,For a Rainey Day,Complete the Hostile Takeover job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,"Que sera, SERA",Complete the Hostile Takeover job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Corporate Espionage,Complete the Hostile Takeover job on the Death Sentence difficulty with the One Down mechanic activated. ,False,null
PAYDAY 2,"Texas Treasures, Part 3","In the Hostile Takeover job, use the USB stick to find and open the hidden safe and steal the content. ",False,null
PAYDAY 2,System Shocked,"In the Hostile Takeover job on the OVERKILL difficulty or above, while remaining in the flooded lab, lure at least 50 enemies to a shocking death. ",False,null
PAYDAY 2,Payday Kart 64,"In the Hostile Takeover job, use golf carts to smash every shuttle pick up sign in numerical order in under 1 minute. ",False,null
PAYDAY 2,Just Passing Through,"Complete the Hostile Takeover job in stealth within 7 minutes on solo, or 4 minutes on multiplayer, on the OVERKILL difficulty and above without killing any civilians. ",False,null
PAYDAY 2,No Fish Were Harmed In The Making Of This Heist,Complete the Crude Awakening job on the Normal difficulty or above. ,False,null
PAYDAY 2,Midnight Oil,Complete the Crude Awakening job on the Hard difficulty or above. ,False,null
PAYDAY 2,Up In Flames,Complete the Crude Awakening job on the Very Hard difficulty or above. ,False,null
PAYDAY 2,SERA Needs A Medic Bag,Complete the Crude Awakening job on the OVERKILL difficulty or above. ,False,null
PAYDAY 2,Black Gold Burning,Complete the Crude Awakening job on the Mayhem difficulty or above. ,False,null
PAYDAY 2,The Drill Is Down,Complete the Crude Awakening job on the Death Wish difficulty or above. ,False,null
PAYDAY 2,"Burn, Baby, Burn",Complete the Crude Awakening job on the Death Sentence difficulty. ,False,null
PAYDAY 2,Texas Heat,Complete the Crude Awakening job on the Death Sentence difficulty with One Down active. ,False,null
PAYDAY 2,Seagulls Aren’t Real,"In the Crude Awakening job, find and remove all the seagulls without raising the alarm. ",False,null
PAYDAY 2,"Texas Treasures, Part 4","In the Crude Awakening job, use the blueprint to access a passcode to Gabriel’s most valuable asset. Unlocks the ""Texas Treasures"" Suit and the  ""Midland Memoriam"" mask.",False,null
PAYDAY 2,Cash Liquidation,"In the Crude Awakening job, throw all of Alice Rainey’s money into the ocean and then pick it up with your boat. ",False,null
PAYDAY 2,Human Torch,"In the Crude Awakening job, kill Gabriel using three oil pits at most on the OVERKILL difficulty or above. Unlocks the ""Gabriel’s Requiem"" mask.",False,null
PAYDAY 2,The Right Stuff,"In the Crude Awakening job, find the purest sample of the correct oil batch on the first try. ",False,null
PAYDAY 2,Conspiracy Theory,"Find and listen to all four Lost Tapes. Unlocks the ""Surveillant"" suit, the ""Playback"" gloves, and the ""Clownbyte"" mask.",False,null
Grand Theft Auto V,Welcome to Los Santos,no description available,True,2020-04-14 21:28:32
Grand Theft Auto V,A Friendship Resurrected,no description available,False,null
Grand Theft Auto V,A Fair Day's Pay,no description available,False,null
Grand Theft Auto V,The Moment of Truth,no description available,False,null
Grand Theft Auto V,To Live or Die in Los Santos,no description available,False,null
Grand Theft Auto V,Diamond Hard,no description available,False,null
Grand Theft Auto V,Subversive,no description available,False,null
Grand Theft Auto V,Blitzed,no description available,False,null
Grand Theft Auto V,"Small Town, Big Job",no description available,False,null
Grand Theft Auto V,The Government Gimps,no description available,False,null
Grand Theft Auto V,The Big One!,no description available,False,null
Grand Theft Auto V,"Solid Gold, Baby!",Earn 70 Gold Medals on Missions and Strangers and Freaks.,False,null
Grand Theft Auto V,Career Criminal,Attain 100% Game Completion.,False,null
Grand Theft Auto V,San Andreas Sightseer,Explore all of Los Santos and Blaine County.,False,null
Grand Theft Auto V,All's Fare in Love and War,Purchase Downtown Cab Co. and complete a private fare.,False,null
Grand Theft Auto V,TP Industries Arms Race,Purchase McKenzie Field Hangar and win the arms race.,False,null
Grand Theft Auto V,Multi-Disciplined,Attain a gold medal in all applicable hobbies and pastimes.,False,null
Grand Theft Auto V,From Beyond the Stars,Collect and return all spaceship parts.,False,null
Grand Theft Auto V,"A Mystery, Solved",Solve the mystery of Leonora Johnson.,False,null
Grand Theft Auto V,Waste Management ,Purchase the old dock and collect all nuclear waste.,False,null
Grand Theft Auto V,Red Mist,Complete all Rampages.,False,null
Grand Theft Auto V,Show Off,Complete all Stunt Jumps. ,False,null
Grand Theft Auto V,Kifflom!,You completed the Epsilon program and achieved inner peace.,False,null
Grand Theft Auto V,Three Man Army,Survive 3 minutes on at least a 3 star Wanted Level with all three characters together off mission.,False,null
Grand Theft Auto V,Out of Your Depth,You're gonna need a bigger boat...,False,null
Grand Theft Auto V,Altruist Acolyte,Deliver an unsuspecting victim to the Altruist Cult.,False,null
Grand Theft Auto V,A Lot of Cheddar,Spend a total of $200 million across all three characters.,False,null
Grand Theft Auto V,Trading Pure Alpha,Make a profit over your total investments in the stock market.,False,null
Grand Theft Auto V,Pimp My Sidearm,Fully mod a weapon.,False,null
Grand Theft Auto V,Wanted: Alive Or Alive,Deliver a bail bond target alive.,False,null
Grand Theft Auto V,Los Santos Customs,Fully mod a vehicle.,False,null
Grand Theft Auto V,Close Shave,Complete all Under the Bridge and Knife Flight challenges.,False,null
Grand Theft Auto V,Off the Plane,GTA Online: Complete the Introduction.,True,2020-04-14 22:00:59
Grand Theft Auto V,Three-Bit Gangster,GTA Online: Reach Rank 25.,False,null
Grand Theft Auto V,Making Moves,GTA Online: Reach Rank 50.,False,null
Grand Theft Auto V,Above the Law,GTA Online: Reach Rank 100.,False,null
Grand Theft Auto V,Numero Uno,GTA Online: Obtain first place in all competitive game types.,False,null
Grand Theft Auto V,The Midnight Club,GTA Online: Use custom vehicles to win 5 Races.,False,null
Grand Theft Auto V,Unnatural Selection,GTA Online: Complete all 10 waves of a Survival.,False,null
Grand Theft Auto V,Backseat Driver,GTA Online: Direct a driver to 1st place as co-driver in Rally Mode.,False,null
Grand Theft Auto V,Run Like The Wind,GTA Online: Survive for a day with a Bounty on your head.,False,null
Grand Theft Auto V,Clean Sweep,GTA Online: Finish a Gang Attack without dying and kill at least 10 enemies.,False,null
Grand Theft Auto V,Decorated,GTA Online: Earn 30 Platinum Awards.,False,null
Grand Theft Auto V,Stick Up Kid,GTA Online: Hold up all 20 Stores.,False,null
Grand Theft Auto V,Enjoy Your Stay,GTA Online: Participate in everything Los Santos has to offer.,False,null
Grand Theft Auto V,Crew Cut,GTA Online: Complete a Job as a member of a Crew.,False,null
Grand Theft Auto V,Full Refund,GTA Online: Kill the thief that mugged you.,False,null
Grand Theft Auto V,Dialling Digits,GTA Online: Call for a Backup Helicopter for the first time.,False,null
Grand Theft Auto V,American Dream,"GTA Online: Own an Apartment, Garage and an Insured Vehicle.",True,2020-05-18 21:31:36
Grand Theft Auto V,A New Perspective,Play GTA V for 15 hours in first person mode.,False,null
Grand Theft Auto V,Be Prepared,no description available,True,2020-05-20 17:26:08
Grand Theft Auto V,In the Name of Science,no description available,False,null
Grand Theft Auto V,Dead Presidents,no description available,False,null
Grand Theft Auto V,Parole Day,no description available,False,null
Grand Theft Auto V,Shot Caller,GTA Online: Invest your hard earned cash to set up a Heist.,False,null
Grand Theft Auto V,Four Way,GTA Online: As Heist Leader set the Finale cut as 25% across all players.,False,null
Grand Theft Auto V,Live a Little,"GTA Online: Spend a total of $8,000,000 purchasing vehicles included as part of The Heists Update.",False,null
Grand Theft Auto V,Can't Touch This,GTA Online: Complete a Heist Finale without taking any damage.,False,null
Grand Theft Auto V,Mastermind,GTA Online: Earn 25 platinum medals across Heist Setups and Finales.,False,null
Grand Theft Auto V,Vinewood Visionary,Create and export a video using the Rockstar Editor or enter Director Mode 5 times.,False,null
Grand Theft Auto V,Majestic,Create and export 10 videos using the Rockstar Editor or enter Director Mode 10 times.,False,null
Grand Theft Auto V,Humans of Los Santos,Unlock all Special Characters and entered Director Mode as an actor from this category.,False,null
Grand Theft Auto V,First Time Director,Enter Director Mode for the first time as an unlocked actor.,False,null
Grand Theft Auto V,Animal Lover,Enter Director Mode as an unlocked animal actor for the first time.,False,null
Grand Theft Auto V,Ensemble Piece,Unlock all Story Characters and enter Director Mode as an actor from this category.,False,null
Grand Theft Auto V,Cult Movie,Enter Director Mode as Cris Formage.,False,null
Grand Theft Auto V,Location Scout,Visit all Locations in Director Mode.,False,null
Grand Theft Auto V,Method Actor,Enter Director Mode using any of your own GTA Online characters.,False,null
Grand Theft Auto V,Cryptozoologist,no description available,False,null
Grand Theft Auto V,Getting Started,GTA Online: You set up the Doomsday Heist.,False,null
Grand Theft Auto V,The Data Breaches,no description available,False,null
Grand Theft Auto V,The Bogdan Problem,no description available,False,null
Grand Theft Auto V,The Doomsday Scenario,no description available,False,null
Grand Theft Auto V,A World Worth Saving,no description available,False,null
Grand Theft Auto V,Orbital Obliteration,GTA Online: You killed another player with the Orbital Cannon.,False,null
Grand Theft Auto V,Elitist,GTA Online: You completed all 3 Elite Challenges in The Doomsday Heist.,False,null
Grand Theft Auto V,Masterminds,GTA Online: You completed all 3 Criminal Mastermind Challenges in The Doomsday Heist.,False,null
Counter-Strike 2,A New Beginning,no description available,True,2023-10-01 15:07:33
Ratz Instagib 2.0,Casual Rating,Reach a rating of 250!,False,null
Ratz Instagib 2.0,Adept Rating,Reach a rating of 500!,False,null
Ratz Instagib 2.0,Expert Rating,Reach a rating of 750!,False,null
Ratz Instagib 2.0,Master Rating,Reach a rating of 1000!,False,null
Ratz Instagib 2.0,Pixel Explosion,Win a match to unlock!,False,null
Ratz Instagib 2.0,Inflated,Win 10 matches!,False,null
Ratz Instagib 2.0,Electrified,Win 25 Duels!,False,null
Ratz Instagib 2.0,Burned,Win 50 Deathmatches!,False,null
Ratz Instagib 2.0,Frozen,Win 50 Team-based matches!,False,null
Ratz Instagib 2.0,Twisted Beam,Get a total of 30 Doublekills!,False,null
Ratz Instagib 2.0,Simple Beam,Get a total of 10 Triplekills!,False,null
Ratz Instagib 2.0,Electro Beam,Get a total of 5 Megakills!,False,null
Ratz Instagib 2.0,Circle Beam,Get a total of 3 Monsterkills!,False,null
ARK: Survival Evolved,Veteran Paleontologist,You found the Dossiers of each of ARK's initial Specimens!,False,null
ARK: Survival Evolved,Veteran Survivor,You defeated ARK's first Guardian!,False,null
ARK: Survival Evolved,Artifact Archaeologist,You personally retrieved all the Artifacts!,False,null
ARK: Survival Evolved,Expert Survivor,You defeated ARK's second Guardian!,False,null
ARK: Survival Evolved,Master Survivor,You defeated ARK's third Guardian!,False,null
ARK: Survival Evolved,Survivor Evolved,You've defeated ARK's three Guardians! And yet...,False,null
ARK: Survival Evolved,Your first day...,You Survived a full day and night on the ARK!,False,null
ARK: Survival Evolved,Your first Dino...,You Tamed a Dinosaur!,False,null
ARK: Survival Evolved,Your first Ride...,You Rode a Dinosaur!,False,null
ARK: Survival Evolved,Maximum Survivor,You reached the Maximum Survivor Level!,False,null
ARK: Survival Evolved,Maximum Dinosaur,One of your Dinosaurs reached Maximum Level!,False,null
ARK: Survival Evolved,Rex Rider,You rode on the back of a T-Rex!,False,null
ARK: Survival Evolved,Giga Rider,You rode on the back of a Giganotosaurus!,False,null
ARK: Survival Evolved,Map Maker,You uncovered more than 80% of the Mini-Map!,False,null
ARK: Survival Evolved,Highest Peak,You've reached the highest mountain peak of the ARK!,False,null
ARK: Survival Evolved,Lowest Depth,You've reached the bottom of the ARK's oceans!,False,null
ARK: Survival Evolved,Cure-All,You've cured yourself of Swamp Fever!,False,null
ARK: Survival Evolved,Gamma Ascension,"You Ascended off the ARK, at Gamma level!",False,null
ARK: Survival Evolved,Beta Ascension,"You Ascended off the ARK, at Beta level!",False,null
ARK: Survival Evolved,Alpha Ascension,"You Ascended off the ARK, at Alpha level!",False,null
ARK: Survival Evolved,Beginner Explorer,You discovered 10% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Experienced Explorer,You've discovered 20% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Adventurous Explorer,You've discovered 30% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Studious Explorer,You've discovered 40% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Veteran Explorer,You've discovered 50% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Adept Explorer,You've discovered 60% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Professional Explorer,You've discovered 70% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Expert Explorer,You've discovered 80% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Master Explorer,You've discovered 90% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Perfect Explorer,You've discovered 100% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Master Zoologist,You tamed all of the domesticable creatures on the ARK!,False,null
ARK: Survival Evolved,Survivor of The Center,You defeated the Guardians of The Center!,False,null
Hollow Knight,Charmed,Acquire your first Charm,True,2020-06-02 00:23:18
Hollow Knight,Enchanted,Acquire half of Hallownest's Charms,True,2022-04-21 14:36:23
Hollow Knight,Blessed,Acquire all Charms and receive Salubra's blessing,False,null
Hollow Knight,Protected,Acquire 4 Mask Shards,True,2020-06-03 17:42:08
Hollow Knight,Masked,Acquire all Mask Shards,False,null
Hollow Knight,Soulful,Acquire 3 Vessel Fragments,True,2020-06-03 17:09:07
Hollow Knight,Worldsoul,Acquire all Vessel Fragments,False,null
Hollow Knight,Falsehood,Defeat the False Knight,True,2020-06-02 00:15:27
Hollow Knight,Strength,no description available,False,null
Hollow Knight,Test of Resolve,Defeat Hornet in Greenpath,True,2020-06-02 01:29:38
Hollow Knight,Proof of Resolve,no description available,True,2020-06-04 21:30:13
Hollow Knight,Illumination,Defeat the Soul Master,True,2020-06-03 21:04:06
Hollow Knight,Release,Defeat the Broken Vessel,True,2020-06-04 11:07:32
Hollow Knight,Peace,no description available,True,2022-08-28 01:41:36
Hollow Knight,Honour,Defeat the Dung Defender,True,2020-06-04 10:42:17
Hollow Knight,Respect,Defeat the Mantis Lords,True,2020-06-03 16:13:56
Hollow Knight,Obsession,no description available,False,null
Hollow Knight,Rivalry,no description available,False,null
Hollow Knight,Attunement,Collect 600 Essence,True,2022-09-02 17:07:26
Hollow Knight,Awakening,Collect 1800 Essence and awaken the Dream Nail,False,null
Hollow Knight,Ascension,Collect 2400 Essence and hear the Seer's final words,False,null
Hollow Knight,Grubfriend,Rescue half of the imprisoned grubs,True,2022-09-02 17:04:12
Hollow Knight,Metamorphosis,Rescue all of the imprisoned grubs,False,null
Hollow Knight,Neglect,Leave Zote to die,False,null
Hollow Knight,Purity,no description available,False,null
Hollow Knight,Happy Couple,no description available,False,null
Hollow Knight,Witness,no description available,False,null
Hollow Knight,Solace,Bring peace to the Grey Mourner,False,null
Hollow Knight,Execution,Defeat the Traitor Lord,False,null
Hollow Knight,Connection,Open half of Hallownest's Stag Stations,True,2020-06-03 17:12:04
Hollow Knight,Hope,Open all of Hallownest's Stag Stations and discover the Stag Nest,False,null
Hollow Knight,Teacher,Destroy Monomon the Teacher,True,2020-06-06 14:30:24
Hollow Knight,Watcher,Destroy Lurien the Watcher,True,2020-06-05 15:23:40
Hollow Knight,Beast,Destroy Herrah the Beast,True,2020-06-08 12:39:14
Hollow Knight,Cartographer,Acquire a map of each area,True,2020-06-08 12:43:07
Hollow Knight,Warrior,Complete the Trial of the Warrior,True,2020-06-04 21:10:33
Hollow Knight,Conqueror,Complete the Trial of the Conqueror,True,2022-08-28 19:13:41
Hollow Knight,Fool,Complete the Trial of the Fool,False,null
Hollow Knight,The Hollow Knight,no description available,True,2022-08-07 16:25:44
Hollow Knight,Sealed Siblings,no description available,False,null
Hollow Knight,Dream No More,no description available,False,null
Hollow Knight,Void,no description available,False,null
Hollow Knight,Speedrun 1,Complete the game in under 10 hours,False,null
Hollow Knight,Speedrun 2,Complete the game in under 5 hours,False,null
Hollow Knight,Completion,Achieve 100% game completion and finish the game,False,null
Hollow Knight,Speed Completion,Achieve 100% game completion and finish the game in under 20 hours,False,null
Hollow Knight,Steel Soul,Finish the game in Steel Soul mode,False,null
Hollow Knight,Steel Heart,Achieve 100% game completion and finish the game in Steel Soul mode,False,null
Hollow Knight,Keen Hunter,Record all of Hallownest's creatures in the Hunter's Journal,False,null
Hollow Knight,True Hunter,Receive the Hunter's Mark,False,null
Hollow Knight,Passing of the Age,no description available,False,null
Hollow Knight,Mortality,no description available,False,null
Hollow Knight,Memory,no description available,False,null
Hollow Knight,Dark Romance,no description available,False,null
Hollow Knight,Grand Performance,no description available,True,2022-09-03 12:46:56
Hollow Knight,Ritual,no description available,True,2022-09-04 16:35:11
Hollow Knight,Banishment,no description available,False,null
Hollow Knight,Brotherhood,no description available,False,null
Hollow Knight,Inspiration,no description available,False,null
Hollow Knight,Focus,no description available,False,null
Hollow Knight,Soul & Shade,no description available,False,null
Hollow Knight,Embrace the Void,no description available,False,null
Hollow Knight,Pure Completion,Achieve 112% game completion and finish the game.,False,null
The Witcher 3: Wild Hunt,Lilac and Gooseberries,no description available,False,null
The Witcher 3: Wild Hunt,A Friend in Need,no description available,False,null
The Witcher 3: Wild Hunt,Necromancer,no description available,False,null
The Witcher 3: Wild Hunt,Family Counselor,no description available,False,null
The Witcher 3: Wild Hunt,Something More,no description available,False,null
The Witcher 3: Wild Hunt,Xenonaut,no description available,False,null
The Witcher 3: Wild Hunt,The King is Dead,no description available,False,null
The Witcher 3: Wild Hunt,Passed the Trial,Finish the game on any difficulty.,False,null
The Witcher 3: Wild Hunt,Ran the Gauntlet,"Finish the game on the ""Blood and Broken Bones!"" or ""Death March!"" difficulty levels.",False,null
The Witcher 3: Wild Hunt,Walked the Path,"Finish the game on the ""Death March!"" difficulty level.",False,null
The Witcher 3: Wild Hunt,Geralt: The Professional,no description available,False,null
The Witcher 3: Wild Hunt,Kingmaker,no description available,False,null
The Witcher 3: Wild Hunt,Assassin of Kings,no description available,False,null
The Witcher 3: Wild Hunt,Friends With Benefits,no description available,False,null
The Witcher 3: Wild Hunt,Full Crew,no description available,False,null
